timestamp,process_id,process_name,app_category,api_calls,memory_usage,create_time,label
2025-09-08T01:46:27.752404,7190,code.exe,development,CreateProcessW OpenProcess GetProcessImageFileNameW TerminateProcess,46377515.42106191,2025-09-08T01:10:27.752404,Benign
2025-09-08T01:47:08.426072,25723,powerpnt.exe,office_app,CreateDirectoryW FindFirstFileW FindNextFileW FindClose,63034435.0081732,2025-09-08T01:36:08.426072,Benign
2025-09-08T01:48:31.052498,6982,winword.exe,office_app,RegOpenKeyW RegSetValueW RegQueryValueW RegCloseKey GetLastError,53774618.50283079,2025-09-08T00:44:31.052498,Benign
2025-09-08T01:50:08.010729,30018,cmd.exe,system_tool,RegOpenKeyW RegEnumKeyW RegQueryValueW RegCloseKey,34651560.22812864,2025-09-08T00:56:08.010729,Benign
2025-09-08T01:58:21.117436,25698,mspaint.exe,graphics,CreateFileW ReadFile WriteFile SetFilePointer CloseHandle,40739786.72551377,2025-09-08T01:10:21.117436,Benign
2025-09-08T02:00:38.971232,2983,chrome.exe,web_browser,WSAStartup WSASocket connect send recv closesocket WSACleanup,98362653.03920975,2025-09-08T00:04:38.971232,Benign
2025-09-08T02:02:30.962769,29452,powershell.exe,system_tool,RegOpenKeyW RegEnumKeyW RegSetValueW RegDeleteKeyW RegCloseKey CloseHandle,62365873.90693827,2025-09-08T00:58:30.962769,Benign
2025-09-08T02:07:25.640419,27314,powershell.exe,system_tool,RegOpenKeyW RegEnumKeyW RegSetValueW RegDeleteKeyW RegCloseKey,84301388.07355115,2025-09-08T02:01:25.640419,Benign
2025-09-08T02:12:38.848985,10501,chrome.exe,web_browser,RegOpenKeyW RegSetValueW RegQueryValueW RegDeleteValueW RegCloseKey,69271067.5206371,2025-09-08T01:44:38.848985,Benign
2025-09-08T02:14:57.033184,31969,wmplayer.exe,media_player,CreateThread SetThreadPriority WaitForSingleObject,59553575.672805585,2025-09-08T00:37:57.033184,Benign
2025-09-08T02:16:29.419545,12889,cmd.exe,system_tool,FindFirstFileW FindNextFileW GetFileAttributesW FindClose,90533664.79992759,2025-09-08T00:58:29.419545,Benign
2025-09-08T02:27:31.203015,4429,powerpnt.exe,office_app,CreateDirectoryW FindFirstFileW FindNextFileW FindClose,32435439.301428396,2025-09-08T02:19:31.203015,Benign
2025-09-08T02:28:58.110697,23065,msedge.exe,web_browser,CreateFileW WriteFile ReadFile CloseHandle,66042432.19641957,2025-09-08T02:02:58.110697,Benign
2025-09-08T02:37:03.467296,26485,spotify.exe,media_player,LoadLibraryW GetProcAddress FreeLibrary GetLastError,40445105.92539507,2025-09-08T01:08:03.467296,Benign
2025-09-08T02:39:32.597632,12805,explorer.exe,file_manager,FindFirstFileW FindNextFileW GetFileAttributesW FindClose,47556065.49794985,2025-09-08T01:35:32.597632,Benign
2025-09-08T02:41:54.487914,7314,explorer.exe,file_manager,RegOpenKeyW RegEnumKeyW RegEnumValueW RegCloseKey,46573499.64806688,2025-09-08T02:01:54.487914,Benign
2025-09-08T02:48:29.125644,32695,cmd.exe,system_tool,CreateFileW GetFileInformationByHandle CloseHandle,82763074.18817683,2025-09-08T02:44:29.125644,Benign
2025-09-08T02:49:35.032854,22092,msedge.exe,web_browser,CreateFileW WriteFile ReadFile CloseHandle GetLastError,35213583.955581576,2025-09-08T02:08:35.032854,Benign
2025-09-08T02:53:57.900886,15724,winword.exe,office_app,CreateFileW ReadFile WriteFile SetFilePointer CloseHandle,71222099.20681225,2025-09-08T02:52:57.900886,Benign
2025-09-08T03:00:01.787481,10811,powerpnt.exe,office_app,RegOpenKeyW RegQueryValueW RegSetValueW RegCloseKey,75334997.13143604,2025-09-08T02:37:01.787481,Benign
2025-09-08T03:07:15.415825,23668,calc.exe,calculator,RegOpenKeyW RegQueryValueW RegCloseKey GetSystemMetrics CloseHandle,72705414.65679787,2025-09-08T02:33:15.415825,Benign
2025-09-08T03:08:31.433284,20409,calc.exe,calculator,GetVersionExW GetComputerNameW GetUserNameW SetLastError,42250160.070811756,2025-09-08T01:11:31.433284,Benign
2025-09-08T03:14:21.385499,18889,excel.exe,office_app,CreateFileW ReadFile WriteFile SetFilePointer GetFileSize CloseHandle,54188432.8783259,2025-09-08T02:15:21.385499,Benign
2025-09-08T03:15:54.479538,14792,cmd.exe,system_tool,RegOpenKeyW RegEnumKeyW RegQueryValueW RegCloseKey,47397878.44990971,2025-09-08T02:17:54.479538,Benign
2025-09-08T03:18:09.340995,18347,excel.exe,office_app,CreateFileW ReadFile WriteFile SetFilePointer GetFileSize CloseHandle,44489631.88336084,2025-09-08T01:50:09.340995,Benign
2025-09-08T03:25:29.041285,15492,excel.exe,office_app,RegOpenKeyW RegEnumValueW RegSetValueW RegCloseKey,68975633.6827927,2025-09-08T01:32:29.041285,Benign
2025-09-08T03:28:01.841233,28438,wmplayer.exe,media_player,LoadLibraryW GetProcAddress FreeLibrary,42617657.46871627,2025-09-08T01:31:01.841233,Benign
2025-09-08T03:28:56.071600,2708,excel.exe,office_app,RegOpenKeyW RegEnumValueW RegSetValueW RegCloseKey,32305147.20183956,2025-09-08T01:57:56.071600,Benign
2025-09-08T03:34:10.186447,26289,cmd.exe,system_tool,FindFirstFileW FindNextFileW GetFileAttributesW FindClose CloseHandle,60295333.11155799,2025-09-08T02:03:10.186447,Benign
2025-09-08T03:34:46.251254,24809,cmd.exe,system_tool,FindFirstFileW FindNextFileW GetFileAttributesW FindClose,54044769.88005492,2025-09-08T02:23:46.251254,Benign
2025-09-08T03:40:09.307873,29280,excel.exe,office_app,CreateThread CreateEvent SetEvent WaitForSingleObject GetLastError,72613663.6612337,2025-09-08T03:03:09.307873,Benign
2025-09-08T03:43:32.805816,20718,powershell.exe,system_tool,LoadLibraryW GetProcAddress FreeLibrary CloseHandle,56941885.45537058,2025-09-08T02:31:32.805816,Benign
2025-09-08T03:43:47.626832,31028,msedge.exe,web_browser,CreateFileW WriteFile ReadFile CloseHandle CloseHandle,58000814.186429724,2025-09-08T02:50:47.626832,Benign
2025-09-08T03:45:28.125247,20179,explorer.exe,file_manager,SHGetFolderPathW SHBrowseForFolderW SHGetPathFromIDListW,83723761.00797248,2025-09-08T02:35:28.125247,Benign
2025-09-08T03:47:56.717186,28787,powershell.exe,system_tool,CreateFileW ReadFile WriteFile CloseHandle SetLastError,78547780.9848015,2025-09-08T03:35:56.717186,Benign
2025-09-08T03:51:17.670183,14019,notepad.exe,text_editor,CreateFileW ReadFile WriteFile SetFilePointer GetFileSize CloseHandle SetLastError,48118278.220300846,2025-09-08T01:54:17.670183,Benign
2025-09-08T03:58:46.297588,26808,firefox.exe,web_browser,LoadLibraryW GetProcAddress FreeLibrary,56187012.43030882,2025-09-08T02:54:46.297588,Benign
2025-09-08T04:01:58.041041,14802,notepad.exe,text_editor,FindFirstFileW FindNextFileW GetFileAttributesW FindClose CloseHandle,43719483.480964765,2025-09-08T02:47:58.041041,Benign
2025-09-08T04:02:06.671312,9572,notepad.exe,text_editor,FindFirstFileW FindNextFileW GetFileAttributesW FindClose,79680278.67253737,2025-09-08T02:51:06.671312,Benign
2025-09-08T04:04:38.479474,20837,firefox.exe,web_browser,LoadLibraryW GetProcAddress FreeLibrary,50440044.30387834,2025-09-08T03:19:38.479474,Benign
2025-09-08T04:10:57.826528,27074,excel.exe,office_app,VirtualAlloc VirtualProtect VirtualFree,42322836.729870275,2025-09-08T03:52:57.826528,Benign
2025-09-08T04:12:21.215579,1459,powerpnt.exe,office_app,CreateFileW ReadFile WriteFile CloseHandle,51076230.41502499,2025-09-08T04:11:21.215579,Benign
2025-09-08T04:12:34.246811,5267,firefox.exe,web_browser,WSAStartup WSASocket connect send recv closesocket,81163193.52893975,2025-09-08T02:31:34.246811,Benign
2025-09-08T04:13:29.591183,2481,powershell.exe,system_tool,GetSystemInfo GetVersionExW GetVolumeInformationW,11198397.918988168,2025-09-08T02:32:29.591183,Benign
2025-09-08T04:14:06.726765,13189,powerpnt.exe,office_app,CreateThread WaitForSingleObject CloseHandle,62295887.979833424,2025-09-08T02:57:06.726765,Benign
2025-09-08T04:17:35.649856,27157,explorer.exe,file_manager,CreateFileW GetFileInformationByHandle CloseHandle,7575395.751181848,2025-09-08T02:38:35.649856,Benign
2025-09-08T04:18:22.888686,5418,explorer.exe,file_manager,SHGetFolderPathW SHBrowseForFolderW SHGetPathFromIDListW,46298958.88716133,2025-09-08T03:54:22.888686,Benign
2025-09-08T04:20:27.631155,3628,explorer.exe,file_manager,CreateDirectoryW RemoveDirectoryW CopyFileW MoveFileW,66253440.129450254,2025-09-08T03:29:27.631155,Benign
2025-09-08T04:22:52.955107,30919,code.exe,development,CreateProcessW OpenProcess GetProcessImageFileNameW TerminateProcess,51198125.07708858,2025-09-08T03:25:52.955107,Benign
2025-09-08T04:23:21.197988,17406,cmd.exe,system_tool,GetSystemInfo GetVersionExW GetComputerNameW GetUserNameW,70417403.78808914,2025-09-08T03:50:21.197988,Benign
2025-09-08T04:26:49.356392,5405,notepad.exe,text_editor,RegOpenKeyW RegQueryValueW RegSetValueW RegCloseKey GetLastError SetLastError,28868858.048804555,2025-09-08T03:14:49.356392,Benign
2025-09-08T04:27:46.601645,18030,excel.exe,office_app,VirtualAlloc VirtualProtect VirtualFree SetLastError,42444431.85000941,2025-09-08T03:52:46.601645,Benign
2025-09-08T04:27:51.737142,6951,wmplayer.exe,media_player,CreateFileW ReadFile SetFilePointer GetFileSize CloseHandle,43759019.42239297,2025-09-08T02:55:51.737142,Benign
2025-09-08T04:28:47.412752,23090,excel.exe,office_app,LoadLibraryW GetProcAddress FreeLibrary GetModuleFileNameW,52400358.2554419,2025-09-08T03:21:47.412752,Benign
2025-09-08T04:29:12.129878,6772,cmd.exe,system_tool,RegOpenKeyW RegEnumKeyW RegQueryValueW RegCloseKey,59485696.12627308,2025-09-08T04:18:12.129878,Benign
2025-09-08T04:29:33.390870,30419,excel.exe,office_app,VirtualAlloc VirtualProtect VirtualFree CloseHandle,69688031.64469606,2025-09-08T04:01:33.390870,Benign
2025-09-08T04:37:36.593740,31954,code.exe,development,FindFirstFileW FindNextFileW GetFileAttributesW FindClose,48844467.53639214,2025-09-08T03:31:36.593740,Benign
2025-09-08T04:38:05.365621,28533,notepad.exe,text_editor,RegOpenKeyW RegQueryValueW RegSetValueW RegCloseKey GetLastError,72274009.16850656,2025-09-08T04:02:05.365621,Benign
2025-09-08T04:40:33.285036,24432,winword.exe,office_app,CreateThread WaitForSingleObject SetEvent ResetEvent,57640890.105623335,2025-09-08T02:56:33.285036,Benign
2025-09-08T04:41:57.664442,32186,spotify.exe,media_player,CreateFileW ReadFile WriteFile CloseHandle,45459500.2872138,2025-09-08T02:59:57.664442,Benign
2025-09-08T04:42:04.233788,9529,explorer.exe,file_manager,FindFirstFileW FindNextFileW GetFileAttributesW FindClose,70794692.82311523,2025-09-08T03:03:04.233788,Benign
2025-09-08T04:44:59.590544,23278,notepad.exe,text_editor,RegOpenKeyW RegQueryValueW RegSetValueW RegCloseKey GetLastError,48600157.19463212,2025-09-08T04:04:59.590544,Benign
2025-09-08T04:48:00.567144,30398,excel.exe,office_app,CreateThread CreateEvent SetEvent WaitForSingleObject,19759094.48016376,2025-09-08T04:10:00.567144,Benign
2025-09-08T04:48:36.712179,20636,winword.exe,office_app,CreateFileW ReadFile WriteFile SetFilePointer CloseHandle,46476604.40701786,2025-09-08T04:36:36.712179,Benign
2025-09-08T04:49:28.710915,12354,firefox.exe,web_browser,WSAStartup WSASocket connect send recv closesocket,65861007.301069275,2025-09-08T02:50:28.710915,Benign
2025-09-08T04:50:11.207019,6555,explorer.exe,file_manager,SHGetFolderPathW SHBrowseForFolderW SHGetPathFromIDListW CloseHandle,78387888.3044209,2025-09-08T03:03:11.207019,Benign
2025-09-08T04:56:16.470276,23339,wmplayer.exe,media_player,CreateThread SetThreadPriority WaitForSingleObject GetLastError,38975368.79859465,2025-09-08T03:00:16.470276,Benign
2025-09-08T04:57:58.614615,9780,calc.exe,calculator,RegOpenKeyW RegQueryValueW RegCloseKey GetSystemMetrics,50859822.245579295,2025-09-08T04:52:58.614615,Benign
2025-09-08T05:01:51.452581,7843,firefox.exe,web_browser,CreateFileW ReadFile WriteFile CreateDirectoryW,41939768.602840625,2025-09-08T03:16:51.452581,Benign
2025-09-08T05:02:52.013364,4987,mspaint.exe,graphics,RegOpenKeyW RegQueryValueW RegCloseKey,17615539.44627689,2025-09-08T04:45:52.013364,Benign
2025-09-08T05:03:07.638831,14470,excel.exe,office_app,CreateFileW ReadFile WriteFile SetFilePointer GetFileSize CloseHandle,54785386.983586565,2025-09-08T03:27:07.638831,Benign
2025-09-08T05:03:23.819222,11970,chrome.exe,web_browser,RegOpenKeyW RegSetValueW RegQueryValueW RegDeleteValueW RegCloseKey SetLastError,28392913.374837235,2025-09-08T03:31:23.819222,Benign
2025-09-08T05:03:44.172576,30458,msedge.exe,web_browser,InternetOpenW InternetReadFile InternetCloseHandle,33839804.3097464,2025-09-08T05:01:44.172576,Benign
2025-09-08T05:04:41.782830,5385,winword.exe,office_app,LoadLibraryW GetProcAddress FreeLibrary SetLastError,54637111.711535655,2025-09-08T04:08:41.782830,Benign
2025-09-08T05:04:47.427664,3750,spotify.exe,media_player,WSAStartup WSASocket connect send recv GetLastError,56370321.69688224,2025-09-08T04:47:47.427664,Benign
2025-09-08T05:07:40.576441,32557,calc.exe,calculator,CreateWindowExW ShowWindow UpdateWindow GetMessageW,61816315.33738099,2025-09-08T03:46:40.576441,Benign
2025-09-08T05:07:59.320219,3750,excel.exe,office_app,CreateFileW ReadFile WriteFile SetFilePointer GetFileSize CloseHandle,24931039.56800411,2025-09-08T03:25:59.320219,Benign
2025-09-08T05:09:35.049512,2517,firefox.exe,web_browser,CreateFileW ReadFile WriteFile CreateDirectoryW,60756959.608251564,2025-09-08T03:32:35.049512,Benign
2025-09-08T05:09:57.708796,13531,msedge.exe,web_browser,VirtualAlloc VirtualFree CreateProcessW,82580391.80832635,2025-09-08T03:16:57.708796,Benign
2025-09-08T05:10:19.290031,28735,excel.exe,office_app,CreateFileW ReadFile WriteFile SetFilePointer GetFileSize CloseHandle,44813214.604797736,2025-09-08T04:08:19.290031,Benign
2025-09-08T05:11:37.898730,32030,calc.exe,calculator,VirtualAlloc VirtualProtect VirtualFree HeapAlloc HeapFree GetLastError,88984245.18465132,2025-09-08T03:23:37.898730,Benign
2025-09-08T05:11:48.315923,6219,powerpnt.exe,office_app,CreateDirectoryW FindFirstFileW FindNextFileW FindClose,105295081.55035755,2025-09-08T05:01:48.315923,Benign
2025-09-08T05:12:04.565072,16686,spotify.exe,media_player,LoadLibraryW GetProcAddress FreeLibrary,46355174.25518375,2025-09-08T03:30:04.565072,Benign
2025-09-08T05:12:16.269630,31499,chrome.exe,web_browser,RegOpenKeyW RegSetValueW RegQueryValueW RegDeleteValueW RegCloseKey SetLastError,66581162.67668754,2025-09-08T03:48:16.269630,Benign
2025-09-08T05:13:22.248033,29512,explorer.exe,file_manager,CreateDirectoryW RemoveDirectoryW CopyFileW MoveFileW CloseHandle,14043190.675397314,2025-09-08T03:51:22.248033,Benign
2025-09-08T05:13:50.412842,17392,spotify.exe,media_player,LoadLibraryW GetProcAddress FreeLibrary,76295519.71132788,2025-09-08T04:44:50.412842,Benign
2025-09-08T05:15:16.637659,12947,firefox.exe,web_browser,RegOpenKeyW RegQueryValueW RegSetValueW RegCloseKey CloseHandle,49573342.13449155,2025-09-08T03:53:16.637659,Benign
2025-09-08T05:15:52.523474,23751,msedge.exe,web_browser,CreateFileW WriteFile ReadFile CloseHandle,29953374.037001632,2025-09-08T05:06:52.523474,Benign
2025-09-08T05:18:18.160320,31898,explorer.exe,file_manager,CreateFileW GetFileInformationByHandle CloseHandle GetLastError,65325803.51284427,2025-09-08T03:46:18.160320,Benign
2025-09-08T05:18:39.293513,10713,chrome.exe,web_browser,VirtualAlloc VirtualProtect VirtualFree CreateThread CloseHandle,10628829.745151103,2025-09-08T04:22:39.293513,Benign
2025-09-08T05:19:06.754572,29095,mspaint.exe,graphics,LoadLibraryW GetProcAddress FreeLibrary,89322351.33421385,2025-09-08T04:00:06.754572,Benign
2025-09-08T05:19:31.995932,22563,code.exe,development,FindFirstFileW FindNextFileW GetFileAttributesW FindClose,62483867.842383,2025-09-08T03:22:31.995932,Benign
2025-09-08T05:20:40.940689,12859,spotify.exe,media_player,WSAStartup WSASocket connect send recv,33992984.74247149,2025-09-08T04:13:40.940689,Benign
2025-09-08T05:20:44.968974,24216,winword.exe,office_app,CreateThread WaitForSingleObject SetEvent ResetEvent SetLastError,64965552.9690448,2025-09-08T04:12:44.968974,Benign
2025-09-08T05:20:53.481414,11156,calc.exe,calculator,GetVersionExW GetComputerNameW GetUserNameW,42741122.419847324,2025-09-08T04:29:53.481414,Benign
2025-09-08T05:21:07.150440,9989,wmplayer.exe,media_player,VirtualAlloc VirtualProtect VirtualFree SetLastError,72462214.02007754,2025-09-08T04:51:07.150440,Benign
2025-09-08T05:21:42.441926,30718,spotify.exe,media_player,CreateFileW ReadFile WriteFile CloseHandle,62027898.90855418,2025-09-08T03:24:42.441926,Benign
2025-09-08T05:23:42.603058,17196,firefox.exe,web_browser,WSAStartup WSASocket connect send recv closesocket,28904626.918907885,2025-09-08T03:54:42.603058,Benign
2025-09-08T05:23:53.422110,3607,powershell.exe,system_tool,RegOpenKeyW RegEnumKeyW RegSetValueW RegDeleteKeyW RegCloseKey,52256621.21091542,2025-09-08T04:18:53.422110,Benign
2025-09-08T05:25:25.767553,23689,winword.exe,office_app,CreateFileW ReadFile WriteFile SetFilePointer CloseHandle CloseHandle,64768271.13430703,2025-09-08T04:20:25.767553,Benign
2025-09-08T05:25:40.170158,20452,excel.exe,office_app,CreateFileW ReadFile WriteFile SetFilePointer GetFileSize CloseHandle,70232376.72895285,2025-09-08T03:38:40.170158,Benign
2025-09-08T05:26:30.531807,29036,winword.exe,office_app,RegOpenKeyW RegSetValueW RegQueryValueW RegCloseKey,76819225.55037169,2025-09-08T03:41:30.531807,Benign
2025-09-08T05:26:38.749373,30015,mspaint.exe,graphics,CreateThread WaitForSingleObject CloseHandle,32502364.507128593,2025-09-08T04:38:38.749373,Benign
2025-09-08T05:28:44.145106,2735,notepad.exe,text_editor,CreateFileW ReadFile WriteFile SetFilePointer GetFileSize CloseHandle CloseHandle,39126472.26285824,2025-09-08T05:11:44.145106,Benign
2025-09-08T05:28:52.857483,8659,notepad.exe,text_editor,CreateFileW ReadFile WriteFile SetFilePointer GetFileSize CloseHandle SetLastError,49718659.66593965,2025-09-08T04:47:52.857483,Benign
2025-09-08T05:29:12.101610,28243,mspaint.exe,graphics,CreateFileW ReadFile WriteFile SetFilePointer CloseHandle,45797624.33793567,2025-09-08T04:48:12.101610,Benign
2025-09-08T05:29:16.484439,6859,calc.exe,calculator,VirtualAlloc VirtualProtect VirtualFree HeapAlloc HeapFree,13214889.378892228,2025-09-08T04:59:16.484439,Benign
2025-09-08T05:29:22.811276,12157,firefox.exe,web_browser,WSAStartup WSASocket connect send recv closesocket CloseHandle,86426594.89237033,2025-09-08T03:43:22.811276,Benign
2025-09-08T05:30:11.435026,31837,powershell.exe,system_tool,LoadLibraryW GetProcAddress FreeLibrary,67506530.37920637,2025-09-08T03:49:11.435026,Benign
2025-09-08T05:31:36.876494,6226,winword.exe,office_app,CreateDirectoryW CopyFileW MoveFileW DeleteFileW,46589468.81563275,2025-09-08T03:57:36.876494,Benign
2025-09-08T05:31:44.045146,6653,code.exe,development,CreateProcessW OpenProcess GetProcessImageFileNameW TerminateProcess,29626984.365535956,2025-09-08T05:29:44.045146,Benign
2025-09-08T05:31:49.933943,27455,explorer.exe,file_manager,RegOpenKeyW RegEnumKeyW RegEnumValueW RegCloseKey,27666832.09283451,2025-09-08T03:42:49.933943,Benign
2025-09-08T05:32:01.009489,4841,powershell.exe,system_tool,GetSystemInfo GetVersionExW GetVolumeInformationW,47672730.96727717,2025-09-08T04:37:01.009489,Benign
2025-09-08T05:32:34.970476,19163,chrome.exe,web_browser,WSAStartup WSASocket connect send recv closesocket WSACleanup,45808978.46567367,2025-09-08T04:23:34.970476,Benign
2025-09-08T05:32:49.011948,8485,powershell.exe,system_tool,CreateProcessW OpenProcess GetProcessImageFileNameW CloseHandle,63665102.92275473,2025-09-08T04:31:49.011948,Benign
2025-09-08T05:33:25.113361,17185,firefox.exe,web_browser,CreateThread CreateMutexW ReleaseMutex CloseHandle,41346962.22843131,2025-09-08T04:43:25.113361,Benign
2025-09-08T05:34:46.167772,30887,powershell.exe,system_tool,RegOpenKeyW RegEnumKeyW RegSetValueW RegDeleteKeyW RegCloseKey,45964723.19482379,2025-09-08T04:54:46.167772,Benign
2025-09-08T05:35:25.940347,3015,wmplayer.exe,media_player,LoadLibraryW GetProcAddress FreeLibrary,50560082.93317282,2025-09-08T03:50:25.940347,Benign
2025-09-08T05:38:12.283188,21489,powershell.exe,system_tool,RegOpenKeyW RegEnumKeyW RegSetValueW RegDeleteKeyW RegCloseKey,46902815.934419684,2025-09-08T05:24:12.283188,Benign
2025-09-08T05:38:27.692023,6233,wmplayer.exe,media_player,CreateThread SetThreadPriority WaitForSingleObject GetLastError,18973660.74943959,2025-09-08T04:42:27.692023,Benign
2025-09-08T05:39:18.668186,3572,calc.exe,calculator,VirtualAlloc VirtualProtect VirtualFree HeapAlloc HeapFree,32099740.61957878,2025-09-08T04:25:18.668186,Benign
2025-09-08T05:39:27.630313,16225,powershell.exe,system_tool,LoadLibraryW GetProcAddress FreeLibrary,52156410.94444558,2025-09-08T04:33:27.630313,Benign
2025-09-08T05:40:04.106380,19111,firefox.exe,web_browser,WSAStartup WSASocket connect send recv closesocket,41403799.71158646,2025-09-08T05:08:04.106380,Benign
2025-09-08T05:41:37.427847,9498,spotify.exe,media_player,WSAStartup WSASocket connect send recv,39352115.58384073,2025-09-08T04:46:37.427847,Benign
2025-09-08T05:41:47.698019,27560,wmplayer.exe,media_player,DirectSoundCreate CreateSoundBuffer Play Stop,56705270.64852508,2025-09-08T05:01:47.698019,Benign
2025-09-08T05:42:05.441561,20295,powershell.exe,system_tool,CreateFileW ReadFile WriteFile CloseHandle SetLastError,28017867.792715788,2025-09-08T04:59:05.441561,Benign
2025-09-08T05:43:48.368502,18791,winword.exe,office_app,CreateThread WaitForSingleObject SetEvent ResetEvent,60352059.59341502,2025-09-08T04:26:48.368502,Benign
2025-09-08T05:44:05.255193,30979,wmplayer.exe,media_player,DirectSoundCreate CreateSoundBuffer Play Stop,28946541.212575927,2025-09-08T04:56:05.255193,Benign
2025-09-08T05:44:21.224784,4142,code.exe,development,CreateFileW ReadFile WriteFile SetFilePointer CloseHandle,47363708.43519922,2025-09-08T04:11:21.224784,Benign
2025-09-08T05:45:33.258308,6278,msedge.exe,web_browser,InternetOpenW InternetReadFile InternetCloseHandle,51268032.28835816,2025-09-08T05:22:33.258308,Benign
2025-09-08T05:46:48.764018,2669,powershell.exe,system_tool,CreateFileW ReadFile WriteFile CloseHandle,49923779.76628984,2025-09-08T05:45:48.764018,Benign
2025-09-08T05:46:54.780718,13937,explorer.exe,file_manager,FindFirstFileW FindNextFileW GetFileAttributesW FindClose,38642491.81411432,2025-09-08T04:41:54.780718,Benign
2025-09-08T05:48:57.672044,1801,code.exe,development,CreateProcessW OpenProcess GetProcessImageFileNameW TerminateProcess,73669824.06475218,2025-09-08T05:24:57.672044,Benign
2025-09-08T05:49:58.241739,13463,wmplayer.exe,media_player,LoadLibraryW GetProcAddress FreeLibrary,34433799.17452754,2025-09-08T04:18:58.241739,Benign
2025-09-08T05:50:30.099822,21148,code.exe,development,CreateFileW ReadFile WriteFile SetFilePointer CloseHandle,34648937.193000175,2025-09-08T04:57:30.099822,Benign
2025-09-08T05:55:02.407676,6638,msedge.exe,web_browser,WSAStartup WSASocket connect send recv,50649311.133158736,2025-09-08T05:18:02.407676,Benign
2025-09-08T05:56:42.683571,14462,powerpnt.exe,office_app,CreateThread WaitForSingleObject CloseHandle,72451148.16612533,2025-09-08T05:26:42.683571,Benign
2025-09-08T05:57:52.947735,2168,mspaint.exe,graphics,CreateDIBSection GetDIBits SetDIBits DeleteObject,58940182.081281744,2025-09-08T05:30:52.947735,Benign
2025-09-08T05:58:03.637477,17627,spotify.exe,media_player,LoadLibraryW GetProcAddress FreeLibrary,67040830.35855511,2025-09-08T05:20:03.637477,Benign
2025-09-08T05:58:28.104880,9794,notepad.exe,text_editor,RegOpenKeyW RegQueryValueW RegSetValueW RegCloseKey GetLastError SetLastError,23916614.1675907,2025-09-08T05:39:28.104880,Benign
2025-09-08T06:00:01.768355,3225,code.exe,development,FindFirstFileW FindNextFileW GetFileAttributesW FindClose,89139147.08291504,2025-09-08T04:08:01.768355,Benign
2025-09-08T06:00:26.963328,2153,powershell.exe,system_tool,CreateProcessW OpenProcess GetProcessImageFileNameW CloseHandle,63990546.96460855,2025-09-08T04:51:26.963328,Benign
